id,label,label_folder,cluster_id,is_dedup_rep,fold_full,fold_dedup,gpt_pred,claude_pred,gemini_pred,clip_zs_b32_piog,clip_zs_b32_pred,clip_zs_l14_piog,clip_zs_l14_pred,phash,md5
img_00620,1,1,251,1,4,0,1,1,1,0.2863040864467621,0,0.5369996428489685,1,9294696d617b869e,76251793aa12c9810efd5f73d07b15b4
img_00621,1,1,252,1,3,3,0,0,0,0.0504109188914299,0,0.08422932773828506,0,bf4040be9fc09c9e,1aa6875d8f0259f7a82b7b0ba55cd89c
img_00622,1,1,253,1,1,4,0,0,0,0.3858228921890259,0,0.079547218978405,0,f260691f1ee06fd0,eb83c40e69ac11676ce0e26432242077
img_00623,1,1,254,0,0,-1,1,1,1,0.26167017221450806,0,0.750871479511261,1,ec6493939bcccc64,d1a4cba18299a73c52247f514a5a9362
img_00624,1,1,255,1,2,2,1,1,1,0.9849185943603516,1,0.850778341293335,1,a29db9f0d4c2c3e2,c5a6190b3ddf0f161d498d7d3513ad28
img_00625,1,1,256,1,2,4,0,0,0,0.05580082908272743,0,0.014411775395274162,0,9d0733370f0b0f96,59ea6c2a0689efe453f35e49a325b396
img_00626,1,1,388,0,0,-1,1,1,1,0.3737543821334839,0,0.20711290836334229,0,fa87727a85788568,ae46790538e0263930f4d92496f8b0bb
img_00627,1,1,257,1,0,4,1,1,1,0.8310147523880005,1,0.5903742909431458,1,85327dc9e5669cb0,fe414fbc16e53784da8b4ee8a1539fd3
img_00628,1,1,258,1,2,4,1,1,1,0.4078284800052643,0,0.22967489063739777,0,806f336b3b346bd0,554dbbb8f7135ef8e3116eac10ccea7b
img_00629,1,1,578,1,3,0,1,1,1,0.693401575088501,1,0.7346233129501343,1,be04bfbc4246949d,2fc18c8e1093239aedf7560715462434
img_00630,1,1,414,0,2,-1,1,1,1,0.4863168001174927,0,0.14650316536426544,0,bc38cb93c66434c7,ff45edacb5694772f685b67ea1291f64
img_00631,1,1,540,0,1,-1,0,1,1,0.8037063479423523,1,0.76285320520401,1,c18b1a743493cbcf,abf0785f189a1df1825bda57de13af3e
img_00632,1,1,260,1,4,1,1,1,1,0.7119741439819336,1,0.3531131446361542,0,a080d85fcee1b65e,693a15fb9c4f99c3dd9b17bd997f79d7
img_00633,1,1,591,1,1,3,0,0,0,0.36081448197364807,0,0.006657578982412815,0,c4e639b3e8b8a2cc,b9f9bf3db9821932496d3e5addbb3fc1
img_00634,1,1,259,1,2,4,1,1,1,0.8349385857582092,1,0.16120105981826782,0,a4809d5fe3a19c5e,6d7d0ab57e89d71535ecda35e00d2ff7
img_00635,1,1,260,0,4,-1,1,1,1,0.7119741439819336,1,0.3531131446361542,0,a080d85fcee1b65e,693a15fb9c4f99c3dd9b17bd997f79d7
img_00636,1,1,260,0,4,-1,1,1,1,0.7119741439819336,1,0.3531131446361542,0,a080d85fcee1b65e,693a15fb9c4f99c3dd9b17bd997f79d7
img_00637,1,1,482,0,2,-1,1,1,1,0.9852347373962402,1,0.9931054711341858,1,999536df4d0c0e36,910dbbc7eaca68c66cb4fe24a12d5966
img_00638,1,1,261,1,3,0,0,0,0,0.09630168974399567,0,0.013166174292564392,0,b1b9d89e8f69b102,1fef0e3381882999ee998b5c4b4adda2
img_00639,1,1,540,0,1,-1,0,1,1,0.8037063479423523,1,0.76285320520401,1,c18b1a743493cbcf,abf0785f189a1df1825bda57de13af3e
img_00640,1,1,265,0,2,-1,0,1,0,0.5600388646125793,1,0.10774477571249008,0,c79738623831c7dc,8a5051b8ff4c66eb925be7f55b75662b
img_00641,1,1,265,0,2,-1,0,1,0,0.5600388646125793,1,0.10774477571249008,0,c79738623831c7dc,8a5051b8ff4c66eb925be7f55b75662b
img_00642,1,1,265,0,2,-1,0,1,0,0.5600388646125793,1,0.10774477571249008,0,c79738623831c7dc,8a5051b8ff4c66eb925be7f55b75662b
img_00643,1,1,265,0,2,-1,0,1,0,0.5600388646125793,1,0.10774477571249008,0,c79738623831c7dc,8a5051b8ff4c66eb925be7f55b75662b
img_00644,1,1,262,1,4,1,1,1,1,0.9022318720817566,1,0.9908447861671448,1,8ed071ded82d2e38,469e917886bc9ccc4731d760cc6d6dae
img_00645,1,1,263,1,2,4,1,1,1,0.751050591468811,1,0.8896517157554626,1,c30b3c867969c793,86d5d1896c8fe4484dca7402b42365d3
img_00646,1,1,264,1,4,3,1,1,1,0.7745217680931091,1,0.21898561716079712,0,95946a366b583a2f,97a72d95921b0dd043c34086fbbf3e43
img_00647,1,1,265,0,2,-1,0,1,0,0.5600388646125793,1,0.10774477571249008,0,c79738623831c7dc,8a5051b8ff4c66eb925be7f55b75662b
img_00648,1,1,537,0,3,-1,0,0,0,0.13704924285411835,0,0.08354012668132782,0,b333999933339989,f388691bcf4df73c6fdf1326716d015d
img_00649,1,1,266,1,1,3,0,1,0,0.43530362844467163,0,0.21324273943901062,0,99aa261889e77799,d3b940bd72af450341ba692bd94b4cd0
img_00650,1,1,267,1,1,3,1,1,1,0.9926457405090332,1,0.9969602227210999,1,c3c3343c6dce2e34,2ed2a33a8087c1a394b8f8a121231691
img_00651,1,1,529,0,3,-1,1,1,1,0.3603685796260834,0,0.25609803199768066,0,807a6b61656b3e3c,35f3b7ce7d9ba598235ae15924ed49f5
img_00652,1,1,268,1,4,4,0,0,0,0.16755414009094238,0,0.10688616335391998,0,af9dd2d29c60d02d,5eabf145ca114f54229f41fcdfd3c420
img_00653,1,1,540,0,1,-1,0,1,0,0.7993680238723755,1,0.7389281392097473,1,c18b1a743493cbcf,9fec0c62ebb10ec4d2a6a35ccd422b8e
img_00654,1,1,526,0,3,-1,0,0,0,0.24913670122623444,0,0.017153315246105194,0,c04f28f02bf52e4f,f9e3cd2977d56b70226ff682060332e9
img_00655,1,1,269,1,0,2,1,1,1,0.9462653398513794,1,0.5150406360626221,1,bf1c64d233c15959,b74a994fc7ee6d81136262ce517b5103
img_00656,1,1,391,0,1,-1,1,1,1,0.5899457335472107,1,0.11534038931131363,0,b438c6c683cb32cf,a70cba47cfcddcce12918c31960d0828
img_00657,1,1,270,1,2,1,1,1,1,0.13970190286636353,0,0.0845736414194107,0,ae3d9dd82a636262,cdee52141a6013257a2caae284fa4036
img_00658,1,1,1465,0,0,-1,0,0,0,0.23892110586166382,0,0.14673012495040894,0,af0f85050f870f8f,d5cd854b4e94684417280473f8607376
img_00659,1,1,271,1,4,3,1,0,0,0.1401262879371643,0,0.039871182292699814,0,8c61f7c21ef1f540,af19bbff3d3d766e23e65dadc2b39390
img_00660,1,1,272,0,3,-1,0,0,0,0.3573318123817444,0,0.017937829717993736,0,aad0d2e2d2e2f2e2,bc09e7017b4ef1774490c1f85b47442e
img_00661,1,1,595,0,0,-1,0,1,0,0.4382845461368561,0,0.37938469648361206,0,cc3333cccc3333cc,685f79655e555e490526ad99c454c2a6
img_00662,1,1,273,1,2,1,1,1,1,0.5271158814430237,1,0.5755553841590881,1,943f7fc56ac0901e,6fabdc229195c10c363f5691cfe0dae3
img_00663,1,1,274,1,2,3,1,1,1,0.722009003162384,1,0.3072199821472168,0,bfc3c61e6b0c94c1,15b5ed0cda02512c53412cf48c43a76f
img_00664,1,1,275,1,2,0,0,0,0,0.01409725472331047,0,0.004748732317239046,0,a556e99a1956641f,4d56430dffbe3faa7f55c9e76fb140f4
img_00665,1,1,537,0,3,-1,0,0,0,0.13704924285411835,0,0.08354012668132782,0,b333999933339989,f388691bcf4df73c6fdf1326716d015d
img_00666,1,1,276,1,0,1,1,1,1,0.596886157989502,1,0.10907065868377686,0,be3a19a6e6c58338,42bd0a334d36d6bb719a61abe7b60c31
img_00667,1,1,276,0,0,-1,1,1,1,0.5837178826332092,1,0.16435503959655762,0,be3a19a6e6c58338,891df27e8c67b8375982b495ffe51346
img_00668,1,1,434,0,0,-1,1,1,1,0.9107297658920288,1,0.9463977217674255,1,8ac97834f647cd1c,94eb3b0d2210f020429fac3b3d236463
img_00669,1,1,277,1,4,0,0,1,1,0.5904711484909058,1,0.15494531393051147,0,8add1e3ed161262e,2e5e2c46785beaba6456c5fd3e7d2c19
img_00670,1,1,278,1,4,4,1,1,1,0.21145687997341156,0,0.20905715227127075,0,b53493c3de6164c6,8c4b2ca8552880bb8fbb5b0dea3e2675
img_00671,1,1,523,1,4,1,1,1,1,0.45400404930114746,0,0.5577728748321533,1,b8b847c7a447c31b,491e3672c5fdacbeca0cf4bf099dd5da
img_00672,1,1,279,1,4,1,0,0,0,0.16050180792808533,0,0.10423790663480759,0,8302fafdb494a2ea,826a5a5a59cd8455294d05c1de65110c
img_00673,1,1,383,0,1,-1,0,1,0,0.286793053150177,0,0.40011194348335266,0,93c76d2c92926c6d,55add36e21a62e2ba190a85156833da1
img_00674,1,1,280,1,1,0,0,1,0,0.21270915865898132,0,0.037790339440107346,0,8002ff25a7fcd4d4,754cd6cb02d04a915f6aa9091a06001a
img_00675,1,1,281,1,0,3,0,0,0,0.2315538078546524,0,0.28126752376556396,0,be6a2b3e602e9ec0,1818ff539cdceec7aed0b3087391c918
img_00676,1,1,282,1,4,2,0,0,0,0.18875643610954285,0,0.057954832911491394,0,bf3ee1c3841c94c3,3690bd4d0bf37c60f62d0eff450bab0d
img_00677,1,1,587,0,4,-1,1,1,1,0.9012355804443359,1,0.9039625525474548,1,926e9976146eb172,dcb2b0f90fa6cdfa6c3feed7681d5581
img_00678,1,1,283,1,2,3,0,0,0,0.221779003739357,0,0.1474347859621048,0,e86c696c696c69c6,239f1402530f17be8508bd9b5fc5a439
img_00679,1,1,242,0,3,-1,0,0,0,0.30341124534606934,0,0.051162078976631165,0,b346cc993366cc99,e2a70245ccd365b606eaa0a71ac33249
img_00680,1,1,595,0,0,-1,0,1,1,0.43828409910202026,0,0.37938469648361206,0,cc3333cccc3333cc,685f79655e555e490526ad99c454c2a6
img_00681,1,1,588,0,3,-1,1,1,1,0.9346895813941956,1,0.9532040953636169,1,933c68c27e6d95c8,f0e148f6a1c403d6f0de9db018b4d117
img_00682,1,1,284,1,1,4,1,1,1,0.9919278621673584,1,0.9900686144828796,1,85543a18e55a9fe5,7217433ce8765a659a4475493d50c57e
img_00683,1,1,442,0,3,-1,1,1,1,0.5895137786865234,1,0.29376286268234253,0,abaa6055df170f05,16f0c84d71d4fa4cfd343c4a9675f00d
img_00684,1,1,313,1,4,4,1,1,1,0.8125002980232239,1,0.440945029258728,0,a810e794693fd32d,6ffe0e1bbd4704d2a054996a8aa21dd6
img_00685,1,1,529,0,3,-1,1,1,1,0.44739049673080444,0,0.3747129440307617,0,803b6d616f4b3c3c,a468f6f483612f0d24ea5082b8c7aac4
img_00686,1,1,285,1,4,1,0,0,0,0.08567401021718979,0,0.030557259917259216,0,bf629195c00e3ef1,8ddde4a31992dd2f7222c2da2364d796
img_00687,1,1,286,0,2,-1,0,1,0,0.4801587164402008,0,0.2266712784767151,0,9966669999666699,5761409be39aeafb96f4ef6c600a63cd
img_00688,1,1,287,1,4,4,1,1,1,0.9135000705718994,1,0.9797889590263367,1,90d0976b69cc683f,1c2e00f4871096899678fdd454e2d1a3
img_00689,1,1,529,0,3,-1,1,1,1,0.4656584560871124,0,0.23924656212329865,0,807a79616c6b3c3d,09c6e7986c327a9d3181c6bab33f8e05
img_00690,1,1,380,0,3,-1,0,0,0,0.1468794345855713,0,0.13742119073867798,0,ec6ccc6c3131399b,3c0b6f1eac8179ef253f1742aa465238
img_00691,1,1,288,0,3,-1,0,1,0,0.8758187890052795,1,0.6230432391166687,1,cdcd6766dc342223,d7d9be583663c45c2e3d9d9f767c8658
img_00692,1,1,289,1,0,0,1,1,1,0.40989693999290466,0,0.5590667128562927,1,91117a6a0f507b7b,ba49f01e9d0079ef2e32599bc97afef7
img_00693,1,1,290,1,3,1,1,1,1,0.07047246396541595,0,0.19879774749279022,0,80d4c7613f6a787a,e39e0b70bef0462002ebfc081a8097fb
img_00694,1,1,291,0,1,-1,1,1,1,0.3732692301273346,0,0.6132392883300781,1,d0627870f8f0f8f8,70c3414dfc16756680e2d7cbcc5c9569
img_00695,1,1,595,0,0,-1,0,1,0,0.43828409910202026,0,0.37938469648361206,0,cc3333cccc3333cc,685f79655e555e490526ad99c454c2a6
img_00696,1,1,292,1,0,4,1,1,1,0.6785096526145935,1,0.5629687905311584,1,9de6e21d3f19e402,6bb8ba96f51945daf5b4905175002cf8
img_00697,1,1,293,0,2,-1,0,1,0,0.12862130999565125,0,0.03700867295265198,0,ce1136659daa7472,b25f7927328be6d9e11087b3a9fd1859
img_00698,1,1,429,0,4,-1,0,1,0,0.23554153740406036,0,0.06987149268388748,0,b3338ccccc663399,a29fdb6866c3f5f780546bf9927ffc3f
img_00699,1,1,317,1,2,0,1,1,1,0.8236868381500244,1,0.11810728162527084,0,fa5a383ca52563c3,6bd6e82a0b9ca80117ddedf43f3e9ee7
img_00700,1,1,593,1,3,0,0,1,1,0.3202056884765625,0,0.2598017752170563,0,b33399ce668c8ccc,7714f109740d54a708f033db1d8a1789
img_00701,1,1,294,1,1,3,1,1,1,0.7286393046379089,1,0.3800473213195801,0,8a58a57326f326e3,4e6f0345607e3070c7e515cc309b0e63
img_00702,1,1,587,0,4,-1,1,1,1,0.9012355804443359,1,0.9039625525474548,1,926e9976146eb172,dcb2b0f90fa6cdfa6c3feed7681d5581
img_00703,1,1,295,0,1,-1,1,1,1,0.7295333743095398,1,0.40777042508125305,0,ef94d2c49a628b8b,f537806d3f7053529578117c57b6bf72
img_00704,1,1,296,1,4,0,0,1,0,0.19980581104755402,0,0.05261305719614029,0,b623cb9c3ccb2326,38efe0d6d1826444bb31b650cfef6879
img_00705,1,1,297,1,4,2,0,1,0,0.3182595372200012,0,0.12544593214988708,0,9212ed6da36de512,53d8a37c7c4bbbe0efb087e98e3115c6
img_00706,1,1,548,0,0,-1,1,1,1,0.7347549200057983,1,0.21871860325336456,0,bbb6b9c048ed0e29,62a0417ee2974088f3bde47121b6fbf1
img_00707,1,1,528,0,1,-1,1,1,1,0.6700928211212158,1,0.21738165616989136,0,bf949494e14bcb34,41a2f041f56cb7181c11e207d855234b
img_00708,1,1,298,1,3,3,1,1,1,0.6999891400337219,1,0.7287724614143372,1,f3739e8625886666,b14eb6453943b8cbdc63819cc5de6e2c
img_00709,1,1,493,1,1,1,0,1,0,0.16163194179534912,0,0.3939577639102936,0,fe22837c7c81837c,35c49b82e1678dc88c95f6179dc621b7
img_00710,1,1,430,0,1,-1,0,0,0,0.13536909222602844,0,0.35148537158966064,0,c7c73831c31c9cc7,a0949212edb6f038aacbf7581ff3307c
img_00711,1,1,299,1,4,3,1,1,1,0.7494895458221436,1,0.8104856014251709,1,80ea77d57a278a1c,ad3d9d8ad8801ee720834ec95f02867d
img_00712,1,1,300,1,1,0,1,1,1,0.9912968873977661,1,0.9926585555076599,1,c005783efa42b39f,6016d514858d8f2b888dd0662b1df1e9
img_00713,1,1,301,1,0,0,1,1,1,0.9291805028915405,1,0.9085912704467773,1,bb69166131692f9a,604c73808406065580cb9e2feaf740f0
img_00714,1,1,302,1,0,4,1,1,1,0.5433351397514343,1,0.9481809139251709,1,884c3373d9337387,fda59631b6c6ee9b0c8267342c47ec87
img_00715,1,1,303,0,0,-1,1,1,1,0.849477231502533,1,0.6058582663536072,1,cbda48312d67e29c,a004beec798994f044d1eb50c9d97c8f
img_00716,1,1,594,0,0,-1,1,1,1,0.9887497425079346,1,0.9769997596740723,1,cd2632cd26c97cb1,5f77758a2c50d095573e477b7e9a3ae6
img_00717,1,1,304,1,2,0,0,0,1,0.5633498430252075,1,0.39638668298721313,0,e4319acccdcf6134,2f8367c11876d605e4349651e50f07f7
img_00718,1,1,305,0,3,-1,1,1,1,0.8621919751167297,1,0.9632057547569275,1,aaa7c87aba88d0d5,982091261d80c10f03b154dbf1e6989a
img_00719,1,1,306,1,1,3,0,0,0,0.039805080741643906,0,0.04038744419813156,0,b818c7e7983866cb,2ae1a0ec8bdc8f58416ba67be1277029
img_00720,1,1,307,1,3,4,1,1,1,0.5749421119689941,1,0.175395667552948,0,926b3fc9983cc1c3,7ed283c2806ad2f6bb70bd1b4e13e46d
img_00721,1,1,308,1,1,4,0,1,1,0.6024988293647766,1,0.7818037271499634,1,bb2f6f3a08f7c200,78d483f301ea5ea86eeb193568748fbf
img_00722,1,1,309,1,0,3,0,0,0,0.03652912750840187,0,0.021173959597945213,0,ed6dc19236969692,487beef32e9591d1c942c00df5860ab0
img_00723,1,1,310,0,0,-1,1,1,1,0.41272154450416565,0,0.31826990842819214,0,bf70c8c134373fc0,448d0687e9164c1ec619946ff073a2fd
img_00724,1,1,512,1,0,3,1,1,1,0.7748091220855713,1,0.7995954751968384,1,8d9d9492dafa124b,b1a66dcc82f8146b37238f9b0703270d
img_00725,1,1,556,0,2,-1,0,0,0,0.191230908036232,0,0.21642866730690002,0,99e094979f2c6d4a,78fbcb24f2b33b2c9ae4d6d65f7ef836
img_00726,1,1,349,1,0,3,1,1,0,0.8283554315567017,1,0.8724762797355652,1,d08f4deae3013e78,c4770db62c2caf6cbcd343254e5a14e9
img_00727,1,1,511,0,4,-1,1,1,1,0.41776594519615173,0,0.04970448091626167,0,a7b24c93f04f8873,1aef086eb651fe3d4766966efe733ab3
img_00728,1,1,482,0,2,-1,1,1,1,0.9852347373962402,1,0.9931054711341858,1,999536df4d0c0e36,910dbbc7eaca68c66cb4fe24a12d5966
img_00729,1,1,428,1,0,3,1,1,1,0.7736912369728088,1,0.9061375260353088,1,999764cc33317399,3312acd10e7b44c44c90ebe8fd3cd433
img_00730,1,1,428,0,0,-1,1,1,1,0.7736912369728088,1,0.9061375260353088,1,999764cc33317399,3312acd10e7b44c44c90ebe8fd3cd433
img_00731,1,1,428,0,0,-1,1,1,1,0.7736912369728088,1,0.9061375260353088,1,999764cc33317399,3312acd10e7b44c44c90ebe8fd3cd433
img_00732,1,1,428,0,0,-1,1,1,1,0.7228645086288452,1,0.9388470649719238,1,999764cc33317399,6601c3f345ed7785f2060f9ef544dce8
img_00733,1,1,428,0,0,-1,1,1,1,0.7736912369728088,1,0.9061375260353088,1,999764cc33317399,3312acd10e7b44c44c90ebe8fd3cd433
img_00734,1,1,428,0,0,-1,1,1,1,0.7736912369728088,1,0.9061375260353088,1,999764cc33317399,3312acd10e7b44c44c90ebe8fd3cd433
img_00735,1,1,428,0,0,-1,1,1,1,0.7736912369728088,1,0.9061375260353088,1,999764cc33317399,3312acd10e7b44c44c90ebe8fd3cd433
img_00736,1,1,311,1,2,1,0,0,0,0.35958680510520935,0,0.08298935741186142,0,aab55444ea2b3b55,c9ea146a624264223fd7f710d31fed5d
img_00737,1,1,312,0,2,-1,1,1,1,0.8237835168838501,1,0.5489290356636047,1,a13572cacfca4875,36593da3567348e4ea74e3d48f584c76
img_00738,1,1,313,0,4,-1,1,1,1,0.7795795202255249,1,0.3586057126522064,0,e894e395293f922d,b938baf3669de0023126f1fa55c3700f
img_00739,1,1,314,1,2,2,0,0,0,0.026632165536284447,0,0.024919018149375916,0,af24818b91f0fa9e,4031acde00b1926a5cc57fde9c1d3d68
img_00740,1,1,315,0,2,-1,0,1,0,0.29784953594207764,0,0.040876585990190506,0,daa5445a310ed77a,70c4df2ccda1f41ae818bae90edb3d45
img_00741,1,1,315,0,2,-1,0,1,0,0.29784953594207764,0,0.040876585990190506,0,daa5445a310ed77a,70c4df2ccda1f41ae818bae90edb3d45
img_00742,1,1,315,0,2,-1,0,1,0,0.29784953594207764,0,0.040876585990190506,0,daa5445a310ed77a,70c4df2ccda1f41ae818bae90edb3d45
img_00743,1,1,529,0,3,-1,1,1,1,0.5450189709663391,1,0.4089169502258301,0,823b6d616e4b3c3c,40dd78598a7f4703dc18b974a1102a07
img_00744,1,1,577,0,1,-1,0,1,1,0.628595769405365,1,0.11945569515228271,0,dbdf2470d1248ccb,d80b126ff2c5bccece87546b515717cc
img_00745,1,1,316,1,4,1,1,1,1,0.9719234108924866,1,0.9229530096054077,1,82543e3f3d091bd5,7befa487f180a2b6f052d3f5e51d02a7
img_00746,1,1,595,0,0,-1,0,1,1,0.4699830114841461,0,0.5359652042388916,1,cc3333cccc3333cc,5704838d675982bc7882c061e76b044d
img_00747,1,1,568,0,2,-1,0,1,0,0.11834529042243958,0,0.12493312358856201,0,b331cc663399cc66,e4a24e39c06f50c963b419f0fca0c295
img_00748,1,1,577,0,1,-1,0,1,1,0.628595769405365,1,0.11945569515228271,0,dbdf2470d1248ccb,d80b126ff2c5bccece87546b515717cc
img_00749,1,1,396,0,3,-1,1,1,1,0.369310200214386,0,0.514395534992218,1,bb6094c51c6b3fe0,70d37503340e0c1a7bef11b27bb46808
img_00750,1,1,542,0,2,-1,1,1,1,0.7633845210075378,1,0.6385813355445862,1,e8f30d270d73c833,2cecdfd88f6833d6caba4092737d129b
img_00751,1,1,317,0,2,-1,1,1,1,0.8412562012672424,1,0.10453551262617111,0,fa5a383ca52563c3,1faa116b57588fd10a3b0c769f6e78b6
img_00752,1,1,318,1,3,1,1,1,1,0.5751537084579468,1,0.3556245267391205,0,ba38d22d3c3cc6d2,fbd6d76a1472ee7ba1d37989721788ee
img_00753,1,1,587,0,4,-1,1,1,1,0.9012355804443359,1,0.9039625525474548,1,926e9976146eb172,dcb2b0f90fa6cdfa6c3feed7681d5581
img_00754,1,1,357,1,0,3,1,1,1,0.28135740756988525,0,0.36884117126464844,0,a426cb66b8991be6,3c5af1413cf6b0e2dfa4564674f5ce08
img_00755,1,1,357,0,0,-1,1,1,1,0.28135740756988525,0,0.36884117126464844,0,a426cb66b8991be6,3c5af1413cf6b0e2dfa4564674f5ce08
img_00756,1,1,381,1,3,3,1,1,1,0.8569034934043884,1,0.09683015942573547,0,a87ae16b41d03fe4,df1dcaf6d7a44c484d503532c04f7ce3
img_00757,1,1,465,0,1,-1,1,1,1,0.5162439346313477,1,0.5488685369491577,1,969469da9bc96d30,c7bac9d59b05c06208fe98a19ba19d72
img_00758,1,1,993,1,1,3,0,0,0,0.2662007510662079,0,0.016029704362154007,0,b38ccc3333cccc33,adabaa3245307976dc248d6ba465e2b0
img_00759,1,1,430,0,1,-1,0,0,0,0.14925847947597504,0,0.2850305736064911,0,c7c73831c71c1cc7,e36c1b0552a37808e3acaf07e1e4a7ec
img_00760,1,1,319,0,0,-1,0,0,0,0.09015227109193802,0,0.05541149526834488,0,b46ccb92306dcf86,8933f9511eef9a954df9c56569d22e8f
img_00761,1,1,595,0,0,-1,0,1,1,0.43828409910202026,0,0.37938469648361206,0,cc3333cccc3333cc,685f79655e555e490526ad99c454c2a6
img_00762,1,1,320,1,1,4,1,1,1,0.9209935069084167,1,0.9963464140892029,1,88f2f3e666332631,389ff6d183ee113db40c90ea20af20ef
img_00763,1,1,595,0,0,-1,0,1,1,0.4699830114841461,0,0.5359652042388916,1,cc3333cccc3333cc,5704838d675982bc7882c061e76b044d
img_00764,1,1,321,1,4,1,1,1,1,0.43401283025741577,0,0.3325483202934265,0,ae91d0d4e18af3c9,b6650a580e1a907f416e13e1b720914f
img_00765,1,1,322,1,0,4,0,0,0,0.05469973757863045,0,0.05844820290803909,0,bb5b90b2e48d42ba,9abbc0913bc70e4f2ff8b196f53bfbd3
img_00766,1,1,323,1,4,3,0,1,0,0.3984988033771515,0,0.2503768503665924,0,af3fd480c5979581,5b68b8d69ed5afadad0531bd3f2099a6
img_00767,1,1,595,0,0,-1,0,1,1,0.43828409910202026,0,0.37938469648361206,0,cc3333cccc3333cc,685f79655e555e490526ad99c454c2a6
img_00768,1,1,526,0,3,-1,0,0,0,0.23681016266345978,0,0.048346418887376785,0,c02e38322bfd2e4f,3fa2d1d674b1ea0e211937480d18f87b
img_00769,1,1,324,1,1,1,1,1,1,0.28888794779777527,0,0.0919315442442894,0,bf2992c12fc0946f,2294cc33ae3e3589aac016799a39568d
img_00770,1,1,325,1,1,4,0,0,0,0.19833910465240479,0,0.27199432253837585,0,870f0dc1e2f2f89c,72526c954b58976b47f8827193601d17
img_00771,1,1,485,0,1,-1,1,1,1,0.6984154582023621,1,0.32856351137161255,0,eec495918f9c306e,1f18674478dbcb9dca0c2773cd0fc738
img_00772,1,1,577,0,1,-1,0,1,1,0.628595769405365,1,0.11945569515228271,0,dbdf2470d1248ccb,d80b126ff2c5bccece87546b515717cc
img_00773,1,1,326,1,0,2,1,1,1,0.7703568339347839,1,0.8913811445236206,1,cb2cf091d1bbd24c,5d05e6f666497c1bf195f032e1d2485a
img_00774,1,1,347,0,1,-1,1,1,1,0.9929171800613403,1,0.9741418361663818,1,dbdf0c1896e56918,8b95c0e7d2cf89c601fb6499f13575d2
img_00775,1,1,347,0,1,-1,1,1,1,0.9929171800613403,1,0.9741418361663818,1,dbdf0c1896e56918,8b95c0e7d2cf89c601fb6499f13575d2
img_00776,1,1,429,0,4,-1,0,1,0,0.23554153740406036,0,0.06987149268388748,0,b3338ccccc663399,a29fdb6866c3f5f780546bf9927ffc3f
img_00777,1,1,327,1,3,4,1,1,1,0.16615469753742218,0,0.28830212354660034,0,fa421e859c7895f8,f3bab46c5817635345174002e2bf7ba0
img_00778,1,1,328,1,4,4,0,0,0,0.5376397967338562,1,0.09860683977603912,0,c466397369b36961,329f9af221d1660af0ea140180a8800f
img_00779,1,1,526,0,3,-1,0,1,0,0.26967859268188477,0,0.0718269795179367,0,c02f2c322b7d2e4f,791c4d0392a364535515f39dfa3577e2
img_00780,1,1,494,0,3,-1,1,1,1,0.4483211040496826,0,0.14387328922748566,0,964f36e99ec93124,0dd32ee3b8fbefeb7511174f88a329b1
img_00781,1,1,495,1,2,4,0,0,0,0.22171153128147125,0,0.21594305336475372,0,c7c73838e3ce1c8c,30242ff2c1fa0058ca5fa0f5a9629ef2
img_00782,1,1,329,1,2,0,0,0,0,0.06414049118757248,0,0.016022980213165283,0,e6e2198ee61919ce,06d4ae1c17f11016cce6c852fd3d1464
img_00783,1,1,429,0,4,-1,1,1,1,0.13695070147514343,0,0.09246009588241577,0,b333cccc66668999,c2d5b28274c4444d10878ed290c8b42f
img_00784,1,1,577,0,1,-1,0,1,1,0.628595769405365,1,0.11945569515228271,0,dbdf2470d1248ccb,d80b126ff2c5bccece87546b515717cc
img_00785,1,1,330,1,4,2,0,0,0,0.03641979768872261,0,0.010390372946858406,0,8a14f2b23ccadc3b,13b484822cde1d24be707cd57fc814a8
img_00786,1,1,577,0,1,-1,0,1,1,0.628595769405365,1,0.11945569515228271,0,dbdf2470d1248ccb,d80b126ff2c5bccece87546b515717cc
img_00787,1,1,331,1,4,1,0,1,1,0.7094061970710754,1,0.4190330505371094,0,9c8c6d633232c74f,7ccf302bcb9a6b2d326fa8f9a39b5184
img_00788,1,1,332,1,1,3,1,1,1,0.9487115144729614,1,0.9781076312065125,1,9c9cb81933319d9b,ae609676ea165019a4a780a0ebd94efc
img_00789,1,1,333,1,2,1,0,1,0,0.5261678099632263,1,0.35473471879959106,0,e5ac6a5316761ca5,f5bd956c4e873bfa817b2b4d76a6d79d
img_00790,1,1,334,1,1,2,0,1,0,0.3048664331436157,0,0.11398965120315552,0,95956762ca9a3d1c,56168b71fe76630f6d99b27b26e8b19a
img_00791,1,1,347,0,1,-1,1,1,1,0.9929171800613403,1,0.9741418361663818,1,dbdf0c1896e56918,8b95c0e7d2cf89c601fb6499f13575d2
img_00792,1,1,347,0,1,-1,1,1,1,0.9929171800613403,1,0.9741418361663818,1,dbdf0c1896e56918,8b95c0e7d2cf89c601fb6499f13575d2
img_00793,1,1,335,1,0,1,1,1,1,0.9727954864501953,1,0.9191625118255615,1,8a1f3d24f8d90f83,f3ee0c390f1dfa013d3b5424f558f296
img_00794,1,1,347,0,1,-1,1,1,1,0.9929171800613403,1,0.9741418361663818,1,dbdf0c1896e56918,8b95c0e7d2cf89c601fb6499f13575d2
